"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar dos productos al carrito de compras","abrir con el navegador la pagina web","ERROR","2024-07-25T20:56:24.0299114-05:00[America/Guayaquil]","0.0","38.33"
