"Story","Title","Result","Date","Stability","Duration (s)"
"Agregar dos productos al carrito de compras","abrir con el navegador la pagina web","FAILURE","2024-07-25T19:44:38.313865-05:00[America/Guayaquil]","0.0","54.16"
